,song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,tempo,valence
1326,Plagues,The End At The Beginning,0.00125,0.217,255725,0.98,0.00139,-3.332,139.024,0.0658
1327,Hear Me Out,Risking It All,4.58e-05,0.261,149278,0.863,7.33e-06,-7.199,108.347,0.316
1328,Down into the Abyss,Conjonctive,1.35e-05,0.517,256920,0.991,1.44e-05,-2.406,120.026,0.194
1329,Dance of the Witch,At Rest,0.000482,0.258,282101,0.905,0.000489,-4.897,112.94,0.16
1330,New World Slaughter,Iconoclast,1.2e-05,0.484,328000,0.98,0.188,-1.939,119.997,0.165
1331,FVNERAL MOON,Lorna Shore,6.56e-05,0.387,300000,0.967,0.226,-3.335,129.904,0.0536
1332,Beautiful Agony,Within The Ruins,0.00029,0.424,271560,0.992,2.13e-05,-2.976,145.144,0.0914
1333,Ways Of Transfiguration,Buried Side,0.000111,0.45,267000,0.986,0.251,-2.384,159.976,0.172
1334,Black Mammoth,Fit For An Autopsy,2.13e-05,0.222,278577,0.985,0.00644,-4.105,136.227,0.16
1335,Solicitude,Belie My Burial,5.4e-05,0.455,210426,0.973,0.00193,-4.597,102.076,0.448
1336,The Call of Mighty,Crucify Me Gently,0.000123,0.398,252005,0.955,0.458,-3.39,100.03,0.134
1337,Manufactured Existence,Lord of War,8.8e-06,0.399,267209,0.877,0.358,-5.418,112.351,0.254
1338,Bastard Son,God Of Nothing,3.28e-05,0.401,194000,0.921,0.753,-3.287,102.035,0.372
1339,The Shaping Sickness,Shadow of Intent,1.94e-05,0.209,246689,0.955,0.0118,-4.527,199.988,0.114
1340,Drown Me in Blood,Carnifex,1.56e-05,0.493,258868,0.964,0.00733,-3.079,110.005,0.17
1341,Inferno,"Above, Below",0.00115,0.339,219317,0.958,1.56e-05,-2.909,128.806,0.273
1342,Debris,Paragon,5.32e-05,0.458,184482,0.957,8.97e-05,-6.16,120.006,0.154
1343,"I, the Weak",The Voynich Code,1.45e-05,0.263,275719,0.896,0.876,-8.048,113.106,0.251
1344,American Dream,Chelsea Grin,0.00192,0.482,198947,0.968,0.000454,-4.395,114.001,0.245
1345,Temptress,Enterprise Earth,2.21e-05,0.379,256114,0.979,0.877,-3.77,140.029,0.156
1346,Flag of the Beast,Emmure,2.05e-05,0.535,203500,0.974,0.000149,-3.566,116.956,0.431
1347,Unanswered,Suicide Silence,1.69e-05,0.329,135653,0.993,0.641,-3.416,116.461,0.372
1348,Be My Valentine (feat. Dickie Allen),Brojob,4.55e-05,0.162,200961,0.957,0.867,-6.229,96.822,0.119
1349,Prismatic Abyss,Aversions Crown,5.41e-06,0.389,220558,0.985,0.954,-2.795,135.019,0.0637
1350,Right In,Skrillex,0.00631,0.636,180400,0.802,4.14e-05,-2.168,139.815,0.334
1351,Bangarang (feat. Sirah),Skrillex,0.0145,0.716,215253,0.972,3.22e-05,-2.302,110.026,0.566
1352,Breakn' A Sweat,Skrillex,0.0049,0.596,301987,0.921,0.00019,-2.5,139.969,0.232
1353,The Devil's Den,Skrillex,0.00075,0.616,292907,0.946,0.0777,-2.876,127.992,0.332
1354,Right On Time,Skrillex,0.0106,0.633,245053,0.926,0.54,-4.749,140.037,0.493
1355,Kyoto (feat. Sirah),Skrillex,0.0012,0.605,200787,0.92,0.000596,-2.298,174.974,0.22
1356,Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex,0.654,0.176,414747,0.479,0.591,-7.471,100.831,0.0622
1357,Satellite,SALTNPAPER,0.218,0.385,232716,0.404,1.57e-06,-6.999,146.128,0.0703
1358,Nosedive,Dynamic Duo,0.328,0.68,231679,0.593,0.0,-6.496,94.007,0.396
1359,PIZZA,Oohyo,0.0171,0.726,212409,0.889,0.00106,-4.251,119.983,0.531
1360,이대로 있어줘요 Stay With Me,도시총각 Dosichonggak,0.773,0.741,193217,0.219,2.84e-06,-11.944,101.78,0.198
1361,Stardust,Kevin Oh,0.498,0.587,246457,0.554,0.000663,-7.212,80.013,0.431
1362,Burning youth,Hyukoh,2.54e-05,0.321,128340,0.751,0.235,-4.655,110.182,0.174
1363,Wi Ing Wi Ing,Hyukoh,0.263,0.697,193605,0.692,0.0,-5.34,124.829,0.275
1364,Wonder,Standing Egg,0.712,0.483,229261,0.524,0.0,-3.92,91.878,0.519
1365,I'll Pick You Up,Standing Egg,0.285,0.498,221293,0.436,0.0,-4.592,79.871,0.261
1366,VAMOS,Oohyo,0.0262,0.635,183781,0.575,0.00337,-8.8,159.913,0.493
1367,MWAH,Humming Urban Stereo,0.364,0.819,186817,0.677,0.0313,-5.703,94.975,0.93
1368,Loop,NELL,0.564,0.676,238895,0.508,0.000142,-7.515,106.015,0.327
1369,With Me,Vanilla Acoustic,0.873,0.657,201667,0.427,0.0,-6.879,144.014,0.24
1370,Monster,PALGOU,0.0989,0.483,263979,0.747,0.000409,-4.363,80.117,0.223
1371,What 2 Do,DEAN,0.264,0.62,225800,0.529,0.0,-5.333,94.951,0.572
1372,For Me,Gyepy,0.669,0.751,230493,0.489,3.57e-06,-5.418,140.013,0.468
1373,Fallen in Love (Only With You),Jang Beom June,0.765,0.767,203263,0.445,0.000727,-8.527,119.923,0.375
1374,Talk,10cm,0.164,0.844,226600,0.32,0.0,-9.532,125.927,0.575
1375,Black Out,PALGOU,0.253,0.743,237588,0.886,0.00267,-3.503,109.961,0.397
1376,Sleeping Habits,Donguy,0.107,0.54,204589,0.408,0.000811,-11.899,159.813,0.655
1377,Romance in Seoul,Neon Bunny,0.224,0.657,230000,0.536,0.00432,-7.073,119.95,0.184
1378,Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,0.532,0.549,200231,0.451,3.44e-05,-10.302,85.296,0.621
1379,Ki-dult,SBGB,0.859,0.762,175792,0.277,0.0,-9.263,109.689,0.286
1380,"지금 여기, 이곳에서 (Duet With 루시아) , 지금 여기, 이곳에서",Sentimental Scenery,0.837,0.214,249727,0.484,9.66e-05,-5.44,81.625,0.267
1381,너와의 공식 Love Equation,플랫핏 Flat Feet,0.0219,0.63,222546,0.684,0.00108,-6.74,142.952,0.881
1382,I Don't Love You,Urban Zakapa,0.806,0.35,254925,0.347,4.37e-06,-6.154,146.661,0.241
1383,My eyes,10cm,0.439,0.892,157001,0.443,0.0,-6.181,107.984,0.729
1384,Zig Zag,Kwon Jin Ah,0.881,0.764,99610,0.177,3.34e-05,-13.596,115.697,0.569
1385,Cake Love (PROD. BY The Black Skirts),XIA,0.0117,0.432,278999,0.761,2.88e-05,-4.126,138.004,0.334
1386,HOW WAS YOUR DAY,Sugarbowl,0.423,0.7,215005,0.425,1.72e-06,-9.52,95.058,0.283
1387,변명 Shame,DyoN Joo,0.00922,0.453,388463,0.678,5.11e-05,-7.291,131.936,0.0827
1388,You Wouldn't Even Know,Flower Soo,0.414,0.574,299008,0.51,0.000213,-7.63,121.989,0.125
1389,장가갈 수 있을까 Can I Get Married?,Coffeeboy,0.705,0.894,222307,0.161,0.0033,-14.311,104.968,0.818
1390,Sneakers,Humming Urban Stereo,0.368,0.717,232944,0.844,1.93e-05,-5.363,110.023,0.825
1391,Dangerous,Clazziquai Project,0.289,0.712,223333,0.625,0.0,-8.832,100.004,0.718
1392,Night Time Melody,Rude Paper,0.138,0.768,224009,0.743,0.00128,-6.09,89.983,0.692
1393,Reason Why We Have To Break Up,Only U,0.909,0.489,202827,0.173,0.0,-9.827,121.054,0.625
1394,"Love, Love.",Big Brain,0.508,0.597,210893,0.575,0.0,-3.705,85.018,0.516
1395,I Don't Want,Jungkey,0.772,0.598,224779,0.515,4.91e-06,-4.695,117.762,0.377
1396,All in Vain,Mot,0.286,0.616,236960,0.387,0.0,-6.079,81.856,0.47
1397,귀가 Return Home,카우칩스 The CowChips,0.0805,0.766,319360,0.602,0.765,-8.388,100.042,0.378
1398,물 Water,권나무 Kwon Tree,0.804,0.792,293458,0.15,1.3e-05,-15.644,83.625,0.33
1399,Summer Night You and I,Standing Egg,0.805,0.709,206013,0.29,0.0,-11.092,90.046,0.584
1400,Let You Go,Mot,0.858,0.679,257187,0.126,0.000102,-10.562,129.75,0.114
1401,Sooni (I'm your fanatic girl),SunWoo Jung-A,0.175,0.581,247497,0.312,5.57e-05,-8.984,181.893,0.506
1402,Run,Okdal,0.578,0.652,177090,0.512,7.49e-06,-7.062,104.98,0.284
1403,Petals on The Wind (Remake Version),Wable,0.654,0.73,205333,0.418,7.51e-05,-6.735,139.888,0.401
1404,Morning Call - Remix Version,Ibadi,0.663,0.719,227827,0.478,0.000886,-9.58,77.996,0.354
1405,Rub off,Kim Woo-Joo,0.827,0.524,193406,0.392,0.0,-8.938,145.88,0.296
1406,Don't You Cry For Me,Cobi,0.503,0.41,256333,0.648,0.0,-4.469,60.391,0.342
1407,Waves - Acoustic,Dean Lewis,0.947,0.483,248176,0.199,0.0,-11.37,78.103,0.162
1408,Runner,Jon and Roy,0.461,0.59,162084,0.568,0.0562,-8.332,153.113,0.731
1409,No Role Modelz,J. Cole,0.302,0.696,292987,0.521,0.0,-8.465,100.0,0.471
1410,Wet Dreamz,J. Cole,0.0752,0.504,239320,0.705,0.0,-8.205,175.483,0.564
1411,Neighbors,J. Cole,0.358,0.894,216520,0.284,0.000487,-13.002,138.944,0.413
1412,Deja Vu,J. Cole,0.361,0.653,264747,0.409,0.00012,-11.446,174.324,0.181
1413,G.O.M.D.,J. Cole,0.331,0.889,301133,0.393,8.67e-06,-10.821,128.065,0.31
1414,Litty (feat. Tory Lanez),Meek Mill,0.0451,0.592,280615,0.701,0.0,-4.014,129.501,0.299
1415,All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,0.0242,0.589,223973,0.658,0.0,-5.288,77.521,0.254
1416,Froze (feat. Lil Uzi Vert & Nicki Minaj),Meek Mill,0.00375,0.7,210472,0.693,0.0,-6.553,133.981,0.513
1417,Ima Boss - feat. Rick Ross,Meek Mill,0.0415,0.37,250240,0.87,0.0,-2.09,79.092,0.334
1418,Apple of My Eye,Rick Ross,0.214,0.523,291280,0.783,0.0,-3.755,117.264,0.312
1419,Santorini Greece,Rick Ross,0.00895,0.434,332600,0.785,0.0,-4.169,106.926,0.393
1420,Idols Become Rivals,Rick Ross,0.0123,0.481,341680,0.716,0.0,-5.996,78.829,0.399
1421,Trap Trap Trap,Rick Ross,0.00612,0.729,275720,0.838,0.0,-4.476,136.869,0.35
1422,Dead Presidents,Rick Ross,0.00589,0.662,267720,0.808,0.0,-3.06,76.493,0.448
1423,She On My Dick,Rick Ross,0.00184,0.541,225427,0.609,0.0,-3.715,158.314,0.298
1424,I Think She Like Me,Rick Ross,0.0084,0.629,242373,0.7,0.0,-6.212,85.814,0.159
1425,Powers That Be,Rick Ross,0.0273,0.501,269720,0.775,0.0,-6.248,85.929,0.615
1426,Game Ain't Based On Sympathy,Rick Ross,0.00755,0.54,224707,0.82,0.0,-3.824,78.063,0.516
1427,Humble,Wahlstedt,0.0171,0.801,160000,0.642,0.000946,-5.926,126.013,0.703
1428,My Friend,EDX,0.033,0.707,201707,0.929,0.205,-4.199,123.004,0.403
1429,White Label (Is This Love),Still Young,0.306,0.696,192000,0.795,7.72e-06,-4.892,126.186,0.16
1430,Home,Marshmello,0.00551,0.562,228414,0.885,0.805,-3.096,145.06,0.679
1431,Front to Back,Buku,0.0171,0.47,251350,0.863,0.143,-6.52,170.137,0.335
1432,Best Thing About,Lex Luca,0.0227,0.726,335609,0.929,0.379,-7.146,123.036,0.706
1433,Flashwind - Radio Edit,Ben Remember,0.00121,0.984,188852,0.941,0.0539,-4.56,122.003,0.331
1434,Fuego,Alok,0.135,0.72,188852,0.643,0.812,-7.691,122.012,0.323
1435,Rose Horizon,Yellow Claw,0.00613,0.473,169756,0.885,0.00023,-3.42,149.698,0.278
1436,dance alot,Various Artists,0.00101,0.466,16588,0.943,0.0,-3.545,113.457,0.598
1437,Save You,Wahlstedt,0.588,0.614,179613,0.792,0.0,-3.528,154.823,0.554
1438,I Want You,Chris Lake,0.00433,0.775,248007,0.883,0.346,-5.83,125.006,0.682
1439,Polaris,deadmau5,0.0362,0.67,585000,0.792,0.881,-8.211,128.018,0.0348
1440,Midnight Sun,Dirtcaps,0.643,0.549,185726,0.816,1.38e-06,-5.044,109.774,0.523
1441,One Life Short,Geoxor,0.00145,0.715,183752,0.964,0.468,-4.71,128.059,0.307
1442,On Our Own (feat. Natalie Major),Showtek,0.0771,0.466,224212,0.849,2.89e-06,-3.85,183.76,0.353
1443,The Wall,Matrix & Futurebound,0.000679,0.503,249655,0.989,0.542,-0.787,174.012,0.615
1444,All I Know,EDX,0.00518,0.718,148801,0.944,0.477,-5.041,125.004,0.328
1445,Freesol (feat. Skyler Stonestreet),Seven Lions,0.0987,0.443,210884,0.727,9.35e-06,-5.171,74.827,0.423
1446,Mantra - Mat Zo Remix,Noisia,0.00576,0.396,265543,0.821,0.000424,-3.826,171.927,0.122
1447,Good Life,Kiso,0.044,0.597,192041,0.832,2.96e-05,-5.48,162.03,0.479
1448,Twinbow,Slushii,0.291,0.675,166286,0.929,0.00724,-2.578,140.006,0.428
1449,Limitless (feat. Sophie Rose),Sam F,0.0256,0.559,210968,0.854,2.61e-06,-3.923,156.008,0.474
1450,Move On Me,Tom & Jame,0.0235,0.714,176250,0.851,0.00697,-3.387,128.004,0.692
1451,Wildcard,Mickey Valen,0.325,0.531,195252,0.769,0.0,-2.881,77.351,0.454
1452,Find You,Wahlstedt,0.149,0.738,190476,0.646,0.00157,-5.384,125.923,0.401
1453,Legacy,Dimitri Vangelis & Wyman,0.0214,0.587,198426,0.772,0.698,-4.439,127.978,0.201
1454,Show You Love,Kato,0.316,0.519,182720,0.829,0.0,-5.121,123.659,0.629
1455,Make U Love Me,Tujamo,0.139,0.718,188160,0.89,0.00103,-3.931,124.943,0.304
1456,Bassline Riddim,Vato Gonzalez,0.474,0.871,184762,0.893,0.852,-3.774,126.016,0.639
1457,Light - GOSLO Remix,San Holo,0.108,0.641,302506,0.676,0.0,-4.461,119.108,0.174
1458,Walk Away,LVNDSCAPE,0.265,0.677,185613,0.778,0.0,-5.19,97.97,0.335
1459,Touch The Sky,Cedric Gervais,0.158,0.633,155963,0.964,0.0159,-3.573,124.022,0.111
1460,"Afraid, Unafraid",SLUMBERJACK,0.0144,0.529,179200,0.739,0.000255,-5.356,149.915,0.403
1461,Make You Mine,Aire Atlantica,0.282,0.738,202286,0.818,0.000543,-3.652,139.998,0.53
1462,Riot Call (feat. Nevve),QUIX,0.0238,0.303,199405,0.879,3.84e-05,-4.748,80.329,0.564
1463,Modern Flame (feat. Yuna),Emmit Fenn,0.128,0.617,185089,0.524,0.00438,-8.885,142.046,0.225
1464,Right Here,Keys N Krates,0.056,0.164,206897,0.878,0.0617,-4.953,171.908,0.196
1465,Chicken Soup,Skrillex,0.00129,0.823,207293,0.815,0.0494,-3.947,125.989,0.473
1466,No Sleep,Bougenvilla,0.0165,0.597,209664,0.952,0.145,-3.586,127.907,0.206
1467,Help,Borgore,0.0705,0.71,166290,0.884,0.0,-1.258,149.995,0.579
1468,Waist Time,Diplo,0.00931,0.715,198750,0.989,0.109,-1.723,128.054,0.679
1469,Scared To Be Lonely (Brooks Remix),Martin Garrix,0.0126,0.604,200625,0.796,0.0,-2.416,127.991,0.209
1470,Fuck It All Up (feat. JVZEL),DOLF,0.00173,0.548,226172,0.811,3.56e-05,-3.985,155.08,0.411
1471,After All,Khrebto,0.0509,0.546,174031,0.737,1.68e-05,-3.794,97.9,0.188
1472,Something Just Like This - Don Diablo Remix,The Chainsmokers,0.125,0.72,230853,0.746,0.000476,-5.567,124.045,0.508
1473,The Jam,Kideko,0.000817,0.68,192200,0.941,0.621,-8.093,124.035,0.338
1474,Get What You Give,Felix Cartal,0.0143,0.626,219174,0.748,0.0,-5.899,121.067,0.217
1475,Joyride,Bassjackers,0.0107,0.723,211890,0.784,0.772,-5.547,128.027,0.382
1476,Open,Yellow Claw,0.131,0.522,210816,0.86,0.0209,-3.773,128.019,0.263
1477,I'm the One,DJ Khaled,0.0533,0.599,288877,0.667,0.0,-4.267,80.984,0.811
1478,There's Nothing Holdin' Me Back - NOTD Remix,Shawn Mendes,0.0521,0.719,194320,0.657,0.0,-4.588,122.02,0.694
1479,Bon Appétit - MUNA Remix,Katy Perry,0.00461,0.615,201387,0.638,0.00979,-5.341,106.002,0.41
1480,Hard Times,Paramore,0.00647,0.695,182693,0.818,4.87e-06,-5.379,119.965,0.923
1481,Kiwi,Harry Styles,0.00064,0.375,176387,0.93,0.0,-2.631,147.124,0.5
1482,Issues - Alan Walker Remix,Julia Michaels,0.166,0.766,181000,0.771,2.51e-06,-4.358,113.946,0.655
1483,Young,The Chainsmokers,0.0105,0.615,224773,0.564,0.0,-6.384,103.006,0.443
1484,That's What I Like - Alan Walker Remix,Bruno Mars,0.0121,0.692,195889,0.896,6.59e-05,-4.017,134.056,0.809
1485,No More Sad Songs (feat. Machine Gun Kelly),Little Mix,0.0771,0.709,225253,0.782,4.71e-06,-3.526,102.032,0.706
1486,Carolina,Harry Styles,0.000569,0.624,189613,0.673,1.54e-06,-4.017,121.986,0.458
1487,High Without Your Love,Loote,0.101,0.867,191240,0.487,0.0,-5.872,101.959,0.777
1488,Feel Good,Gryffin,0.217,0.62,248156,0.713,3.3e-06,-4.753,137.957,0.465
1489,1-800-273-8255,Logic,0.57,0.629,250173,0.572,0.0,-7.733,100.015,0.38
1490,Middle Of The Night,The Vamps,0.00377,0.61,176111,0.747,0.0,-4.25,129.976,0.443
1491,Tuesday (feat. Danelle Sandoval),Burak Yeter,0.0156,0.841,241875,0.639,0.0654,-6.052,99.002,0.673
1492,Hunter,Galantis,0.186,0.509,183229,0.712,0.0,-5.747,99.831,0.648
1493,XO TOUR Llif3,Lil Uzi Vert,0.00466,0.722,182728,0.614,0.0,-7.549,154.903,0.504
1494,Kissing Strangers,DNCE,0.0506,0.776,202480,0.741,0.0,-5.804,120.079,0.845
1495,Ciao Adios,Anne-Marie,0.127,0.698,200105,0.882,0.0,-3.078,106.083,0.462
1496,Overwhelming,Jon Bellion,0.267,0.732,172751,0.629,0.0,-4.64,91.7,0.685
1497,Go For Broke (feat. James Arthur),Machine Gun Kelly,0.242,0.592,210947,0.763,0.0,-3.334,180.084,0.647
1498,Human,Rag'n'Bone Man,0.393,0.602,200187,0.707,0.0,-4.097,75.09,0.539
1499,Eyes Closed,Halsey,0.0219,0.568,202439,0.69,2.3e-05,-5.034,130.12,0.044
1500,History,Olivia Holt,0.0913,0.769,203992,0.631,0.0,-6.769,100.968,0.501
1501,Calm Down,Skip Marley,0.0261,0.555,174467,0.645,0.0,-5.799,140.911,0.195
1502,Be There,Krewella,0.0909,0.583,199756,0.729,2.02e-05,-4.525,144.994,0.313
1503,Swish Swish,Katy Perry,0.0182,0.836,242174,0.71,2.23e-05,-5.185,119.952,0.531
1504,Confident,Demi Lovato,0.0018,0.598,205746,0.748,0.000196,-6.239,130.057,0.321
1505,Cool for the Summer,Demi Lovato,0.00477,0.585,214740,0.614,0.000155,-5.594,114.059,0.273
1506,Old Ways,Demi Lovato,0.214,0.626,204188,0.695,0.0,-6.528,154.023,0.586
1507,For You,Demi Lovato,0.0418,0.505,221050,0.705,0.0,-6.097,126.021,0.309
1508,Stone Cold,Demi Lovato,0.48,0.414,191308,0.469,0.0,-7.583,139.401,0.322
1509,Kingdom Come,Demi Lovato,0.0234,0.556,244014,0.802,0.0,-5.089,176.003,0.263
1510,Waitin for You,Demi Lovato,0.242,0.587,192918,0.659,0.0,-6.406,150.026,0.411
1511,Wildfire,Demi Lovato,0.559,0.628,199140,0.694,0.0,-3.909,130.057,0.447
1512,I'll Let You Know,David Hazeltine,0.92,0.442,408600,0.124,0.605,-22.227,65.003,0.205
1513,I'll Wait And Pray,John Coltrane,0.89,0.475,206360,0.0588,0.0238,-17.464,115.642,0.229
1514,The Shadow of Your Smile,Scott Hamilton,0.915,0.487,388347,0.135,0.00353,-11.211,105.854,0.23
1515,"Vid Frösö kyrka (At Frösö Church) - From Frösöblomster (Frösö Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",Trio X of Sweden,0.922,0.535,297653,0.107,0.649,-18.989,102.186,0.159
1516,Jackie Gets Out,Terence Blanchard,0.941,0.349,176297,0.227,0.819,-12.298,100.449,0.15
1517,Romance / Hommage à Milhaud,Enrico Pieranunzi,0.935,0.428,285601,0.187,0.853,-21.001,108.962,0.171
1518,Leave Me Here,Triosence,0.859,0.456,243013,0.257,0.475,-16.877,104.311,0.171
1519,Where We Used To Live,Esbjörn Svensson Trio,0.871,0.421,265320,0.0867,0.429,-18.732,95.438,0.0718
1520,Mommy's Shawl,Yelena Eckemoff,0.95,0.34,305427,0.237,0.927,-14.901,162.892,0.0728
1521,For Wee Folks,Joey Alexander,0.973,0.478,388040,0.0757,0.939,-20.847,76.952,0.235
1522,All I See is Us,Sassy Players,0.854,0.46,278071,0.141,0.885,-14.994,168.807,0.16
1523,Goodbye Pork Pie Hat,Charles Mingus,0.957,0.356,342373,0.0937,0.096,-16.64,86.669,0.259
1524,Ballad for MC,Grace Kelly,0.974,0.385,182653,0.0562,0.532,-14.812,116.666,0.186
1525,Soul in Twilight,John Moulder,0.958,0.4,364627,0.144,0.878,-15.52,120.329,0.154
1526,So Lovely,Ben Wolfe,0.967,0.296,340507,0.0709,0.804,-14.832,95.028,0.066
1527,The Sweetest Nighlife,Ellie & The Bunch,0.914,0.425,176272,0.136,0.921,-17.382,168.527,0.227
1528,I Got It Bad,Enrico Pieranunzi,0.988,0.479,440133,0.146,0.692,-14.319,111.643,0.0728
1529,Gramercy Sunset,The Hot Sardines,0.886,0.466,255107,0.0753,0.927,-18.864,87.791,0.0877
1530,I'm a Fool to Want You,Passport Quartet,0.986,0.371,66762,0.0295,0.937,-22.038,82.313,0.276
1531,"I Was So Young, and You Were So Beautiful",Bill Charlap,0.94,0.317,234373,0.0302,0.298,-30.447,47.859,0.155
1532,Journey Into Melody - 2007 Digital Remaster,Stanley Turrentine,0.946,0.505,294940,0.159,0.0127,-11.235,59.385,0.205
1533,I'm Glad There Is You,Bill Mobley,0.929,0.55,484627,0.249,0.828,-15.919,121.37,0.296
1534,Blue Ballad,Phil Woods,0.623,0.47,394920,0.156,0.187,-17.036,118.176,0.0591
1535,The Nearness of You,Joshua Redman,0.992,0.447,1004627,0.163,0.776,-14.835,74.933,0.19
1536,It Never Entered my Mind,Mulgrew Miller,0.921,0.445,391707,0.223,0.884,-17.402,110.821,0.22
1537,Blue in Green,Miles Davis,0.81,0.421,337733,0.0161,0.0021,-25.358,110.926,0.155
1538,Where or When,Wynton Marsalis,0.99,0.326,168667,0.0575,0.887,-16.5,127.397,0.311
1539,Count Your Blessings,Seamus Blake,0.87,0.446,492080,0.242,0.497,-14.152,126.681,0.176
1540,Good Morning Heartache,Scott Hamilton,0.823,0.526,322133,0.17,0.777,-13.089,117.414,0.173
1541,Two Sleepy People,Marcus Gilmore,0.965,0.445,396520,0.0978,0.915,-26.924,117.283,0.172
1542,Can't Help Loving,Beegie Adair,0.924,0.533,221733,0.148,0.932,-18.275,63.637,0.103
1543,The Nearness Of You,Bill Charlap,0.761,0.383,447280,0.131,0.194,-17.764,98.606,0.0999
1544,When Sunny Gets Blue,McCoy Tyner,0.846,0.569,282320,0.117,0.852,-22.741,60.483,0.102
1545,Blue and Sentimental,Julian Dash,0.961,0.484,389893,0.0291,0.474,-23.363,98.434,0.38
1546,Almas vaggvisa,Jan Lundgren Trio,0.986,0.388,232046,0.0354,0.956,-25.766,143.514,0.192
1547,Before It's Time To Say Goodbye,Kenny Garrett,0.857,0.364,317946,0.114,0.635,-16.552,117.715,0.0581
1548,Autumn Nocturne,Lou Donaldson,0.967,0.539,294667,0.0678,0.168,-18.039,124.105,0.257
1549,Eleanor,Hank Jones,0.971,0.45,289693,0.0437,0.88,-29.46,63.938,0.0906
1550,Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams",0.886,0.386,348533,0.125,0.878,-19.892,78.553,0.132
1551,Good Morning.Goodbye,Dan Cray Trio,0.868,0.42,336373,0.105,0.587,-20.502,99.873,0.108
1552,Doubts 2,Ibrahim Maalouf,0.971,0.428,294587,0.212,0.73,-15.442,98.096,0.312
1553,The Last Goodbye,Nicholas Payton,0.96,0.32,325400,0.156,0.904,-12.258,159.618,0.0623
1554,Where Do You Start,Brad Mehldau Trio,0.96,0.411,246067,0.0416,0.925,-23.23,97.96,0.0746
1555,The Man I Love,Marcus Roberts,0.748,0.52,341667,0.0748,0.633,-24.477,107.327,0.134
1556,Gary's Theme - Remastered,Bill Evans,0.905,0.42,257693,0.0802,0.857,-21.795,122.041,0.0513
1557,Trust,Roy Hargrove,0.912,0.399,325587,0.307,0.623,-14.38,116.308,0.0621
1558,The Folks Who Live on the Hill,Joshua Redman,0.937,0.428,240093,0.3,0.658,-8.885,122.667,0.221
1559,All The Way,Bob Berg,0.717,0.423,335333,0.158,0.0075,-15.59,106.974,0.19
1560,Emperor Jones - Instrumental,Joe Lovano,0.93,0.336,314493,0.328,0.732,-15.005,184.007,0.198
1561,Isadora,Christian Scott,0.903,0.257,376573,0.216,0.134,-16.266,65.125,0.19
1562,I Remember Clifford,Lee Morgan,0.901,0.368,428973,0.14,0.874,-15.005,61.758,0.172
1563,Sous le Ciel de Paris,Jacky Terrasson,0.195,0.323,244867,0.118,0.694,-22.751,79.554,0.0706
1564,You Go To My Head,Art Pepper,0.978,0.575,258040,0.0935,0.452,-15.906,65.23,0.289
1565,Gloomy Sunday,Branford Marsalis,0.91,0.421,763467,0.0967,0.415,-16.441,77.401,0.183
1566,I Didn't Know About You,Johnny Hodges,0.936,0.358,212493,0.16,0.34,-12.658,179.955,0.246
1567,I Have Dreamed,Christian McBride,0.918,0.331,507533,0.0861,0.902,-21.226,107.436,0.152
1568,Fools Rush In,Teddy Wilson,0.971,0.633,149072,0.12,0.871,-20.066,115.51,0.473
1569,Dreamsville,David Halliday,0.899,0.461,477173,0.0389,0.015,-20.482,109.374,0.121
1570,Old Folks,Xavier Davis,0.827,0.458,482187,0.217,0.805,-16.582,107.506,0.125
1571,I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.972,0.448,308893,0.0532,0.876,-27.35,99.757,0.189
1572,My Romance,Gene Ammons,0.97,0.509,252947,0.0461,0.911,-10.693,132.709,0.368
1573,The Peacocks,Anthony Wonsey Trio,0.949,0.386,567920,0.148,0.792,-18.921,94.88,0.128
1574,A Nightingale Sang In Berkeley Square,Stan Getz,0.973,0.407,418000,0.106,0.0762,-19.078,94.231,0.23
1575,A Hundred Dreams from Now,Ray Bryant,0.967,0.384,206040,0.0544,0.964,-19.791,181.262,0.301
1576,My Little Brown Book,Duke Ellington,0.978,0.514,323200,0.0814,0.00873,-17.149,64.97,0.235
1577,Moving On and Getting Over,John Mayer,0.577,0.848,261933,0.465,0.0543,-9.029,94.02,0.622
1578,Safe,Bay Ledges,0.144,0.736,185588,0.616,2.29e-06,-8.016,101.966,0.89
1579,Second Nature,Stalking Gia,0.652,0.865,246610,0.548,0.0161,-7.379,109.989,0.879
1580,The Best Crew,Tep No,0.311,0.677,236786,0.738,0.000144,-6.287,98.963,0.561
1581,Hideout,Parcels,0.273,0.784,266455,0.587,0.0107,-6.361,107.999,0.85
1582,No Le Digas Que Hacer,Karina Vismara,0.83,0.534,238265,0.582,0.0,-6.22,186.346,0.289
1583,Peas Pudding Hot,The Kids Band,0.826,0.876,51547,0.301,0.0,-7.866,69.009,0.932
1584,Biscuits in the Oven,Raffi,0.791,0.718,144733,0.315,0.0,-13.869,96.981,0.592
1585,Jelly Beans,The Hipwaders,0.0071,0.498,106680,0.721,0.0,-6.695,93.31,0.673
